"dist" "year" "state" "obs" "pop_linear" "x1" "x2" "x3" "x4" "x5" "x6"
"Varanasi" 2004 "Uttar Pradesh" 30 770152 906 2150 57.142 136.14 2.43066675011956 4.01060013769727
"Varanasi" 2005 "Uttar Pradesh" 19 791600 907 2185 58.506 133.296 2.18315928868483 2.96072287095615
"Varanasi" 2006 "Uttar Pradesh" 23 813048 908 2220 59.87 142.716 2.14888158072907 3.62071827985856
"Varanasi" 2007 "Uttar Pradesh" 35 834493 909 2255 61.234 141.708 1.91232067647475 5.27336913815764
"Varanasi" 2008 "Uttar Pradesh" 36 855940 910 2290 62.598 149.7 1.65413846907203 4.47758171800533
"Varanasi" 2009 "Uttar Pradesh" 29 877389 911 2325 63.962 181.224 0.898299070709611 3.05983120960461
"Varanasi" 2010 "Uttar Pradesh" 26 898837 912 2360 65.326 192.936 0.884195041268422 1.76839008253684
"Varanasi" 2011 "Uttar Pradesh" 41 920284 913 2395 66.69 203.52 1.30546847144057 2.06699174644756
"Varanasi" 2012 "Uttar Pradesh" 35 941731 914 2430 68.054 207.852 1.57944388583887 2.51640212320091
"Varanasi" 2013 "Uttar Pradesh" 36 963179 915 2465 69.418 228.96 1.55464525366804 4.71663560011151
"Varanasi" 2014 "Uttar Pradesh" 42 984628 916 2500 70.782 253.992 1.34868272601977 3.26796198997099
